Frame,Pose Matrix
0,0.899710,0.066219,0.431436,470.714792,0.061369,-0.997798,0.025168,477.671108,0.432153,0.003833,-0.901792,-6417.707598,0.000000,0.000000,0.000000,1.000000
1,-0.277298,0.845746,0.455872,855.723786,0.949403,0.314021,-0.005077,795.203364,-0.147447,0.431398,-0.890031,-11370.667093,0.000000,0.000000,0.000000,1.000000
2,-0.699507,-0.709373,0.086491,1898.911930,-0.710423,0.703388,0.023337,1821.440588,-0.077391,-0.045121,-0.995979,-26996.529041,0.000000,0.000000,0.000000,1.000000
3,0.814407,0.569895,-0.109364,696.185314,0.564982,-0.821717,-0.074673,716.189484,-0.132422,-0.000975,-0.991193,-10172.791899,0.000000,0.000000,0.000000,1.000000
4,-0.557393,0.828373,-0.055782,636.526850,0.766184,0.539100,0.349761,687.878052,0.319805,0.152216,-0.935177,-9550.864524,0.000000,0.000000,0.000000,1.000000
5,-0.579120,0.814251,0.040170,224.467070,0.770044,0.530169,0.354895,249.149962,0.267678,0.236460,-0.934043,-3327.881356,0.000000,0.000000,0.000000,1.000000
6,0.246706,0.964919,0.089821,83.686463,0.945300,-0.260025,0.196963,91.979476,0.213409,0.036316,-0.976288,-1199.608896,0.000000,0.000000,0.000000,1.000000
7,-0.812810,-0.566504,-0.135692,234.793218,-0.573121,0.819380,0.012209,263.401369,0.104267,0.087691,-0.990676,-3471.065990,0.000000,0.000000,0.000000,1.000000
8,-0.776541,-0.567084,-0.274592,591.565863,-0.577212,0.815012,-0.050806,652.987661,0.252607,0.119045,-0.960218,-8653.420189,0.000000,0.000000,0.000000,1.000000
9,-0.791036,-0.545788,0.276364,1177.893569,-0.611748,0.701938,-0.364757,1293.731511,0.005089,-0.457601,-0.889143,-17266.618922,0.000000,0.000000,0.000000,1.000000
10,0.188528,0.974510,0.121604,256.002416,0.929868,-0.216966,0.297105,281.523536,0.315916,0.057063,-0.947070,-3736.544804,0.000000,0.000000,0.000000,1.000000
11,-0.156973,0.949982,0.269988,41.615746,0.929020,0.049282,0.366734,46.682736,0.335085,0.308392,-0.890288,-611.079495,0.000000,0.000000,0.000000,1.000000
12,0.246740,-0.866817,0.433300,1623.704092,-0.957362,-0.287361,-0.029703,1861.789537,0.150261,-0.407495,-0.900760,-23918.771778,0.000000,0.000000,0.000000,1.000000
13,-0.296314,0.955020,0.011624,364.242182,0.907399,0.277699,0.315453,419.279662,0.298035,0.104021,-0.948870,-5394.083545,0.000000,0.000000,0.000000,1.000000
14,-0.806817,-0.534865,-0.250928,113.144855,-0.574565,0.809244,0.122475,132.064032,0.137554,0.242989,-0.960227,-1727.953908,0.000000,0.000000,0.000000,1.000000
15,0.387632,0.781582,0.488744,322.788932,0.731357,-0.583497,0.353055,345.872031,0.561122,0.220591,-0.797798,-4795.789860,0.000000,0.000000,0.000000,1.000000
16,0.443734,0.842185,0.306306,426.916957,0.820116,-0.519412,0.240045,410.628044,0.361262,0.144690,-0.921170,-6373.342239,0.000000,0.000000,0.000000,1.000000
17,0.892760,0.400823,0.205717,257.506813,0.407822,-0.913016,0.009094,235.502956,0.191468,0.075777,-0.978569,-10977.824050,0.000000,0.000000,0.000000,1.000000
18,0.076032,0.979083,0.188719,890.540624,0.934590,-0.135939,0.328727,694.515326,0.347505,0.151381,-0.925378,-13260.032977,0.000000,0.000000,0.000000,1.000000
19,-0.658737,0.751785,-0.029750,73.974547,0.746341,0.657942,0.100437,150.675603,0.095081,0.043958,-0.994499,-2052.826148,0.000000,0.000000,0.000000,1.000000
20,-0.044745,0.982198,0.182439,1506.084474,0.987304,0.015618,0.158069,794.853649,0.152406,0.187196,-0.970428,-22621.874128,0.000000,0.000000,0.000000,1.000000
21,-0.783762,-0.203491,0.586778,2036.022208,-0.315202,0.944407,-0.093503,864.763642,-0.535130,-0.258237,-0.804331,-29170.808954,0.000000,0.000000,0.000000,1.000000
22,-0.907468,0.338358,-0.249030,-25.914140,0.318467,0.940620,0.117527,2.385310,0.274009,0.027344,-0.961338,-409.960223,0.000000,0.000000,0.000000,1.000000
23,-0.659075,0.742416,-0.117763,-653.063081,0.695310,0.662263,0.267518,89.813788,0.277244,0.094604,-0.956120,-5207.760246,0.000000,0.000000,0.000000,1.000000
24,0.593850,-0.803839,-0.034432,253.554240,-0.798713,-0.583826,-0.145616,60.792835,0.096949,0.113975,-0.988742,-3272.793712,0.000000,0.000000,0.000000,1.000000
25,0.562374,0.715592,0.414343,1049.997400,0.752665,-0.650484,0.101835,143.490015,0.342392,0.254591,-0.904406,-11583.334172,0.000000,0.000000,0.000000,1.000000
26,0.283286,-0.917275,0.279920,324.588469,-0.900518,-0.354813,-0.251347,-4.984410,0.329874,-0.180870,-0.926536,-3672.883832,0.000000,0.000000,0.000000,1.000000
27,-0.998737,-0.028777,-0.041195,3.483692,-0.033471,0.992426,0.118196,-92.828203,0.037482,0.119426,-0.992135,-4957.590790,0.000000,0.000000,0.000000,1.000000
28,-0.963453,0.211143,-0.164854,12.530281,0.216476,0.976175,-0.014874,-35.062644,0.157786,-0.050017,-0.986206,-1636.726296,0.000000,0.000000,0.000000,1.000000
29,-0.920957,0.274188,-0.276874,2208.901402,0.232651,0.956911,0.173768,-1038.477042,0.312589,0.095620,-0.945064,-20554.866716,0.000000,0.000000,0.000000,1.000000
30,0.913523,0.372827,0.162714,3816.726519,0.352329,-0.925101,0.141607,-1755.506835,0.203322,-0.072033,-0.976459,-32652.010532,0.000000,0.000000,0.000000,1.000000
31,0.514301,0.673608,0.530803,8114.115362,0.725333,-0.671920,0.149876,-3654.393955,0.457590,0.307941,-0.834138,-66175.083681,0.000000,0.000000,0.000000,1.000000
32,-0.862247,-0.505471,-0.032084,1763.884598,-0.496158,0.855693,-0.147027,-149.494725,0.101772,-0.110855,-0.988612,-10621.089012,0.000000,0.000000,0.000000,1.000000
33,-0.038459,-0.958851,0.281293,921.104755,-0.949983,-0.052225,-0.307903,-149.771144,0.309923,-0.279065,-0.908884,-4828.192365,0.000000,0.000000,0.000000,1.000000
34,-0.011161,0.984275,0.176291,327.555138,0.980450,-0.023865,0.195315,-133.602789,0.196451,0.175025,-0.964766,-2069.499783,0.000000,0.000000,0.000000,1.000000
35,0.098697,0.954597,0.281075,393.763802,0.950753,-0.173854,0.256599,-58.321428,0.293815,0.241908,-0.924745,-1803.418690,0.000000,0.000000,0.000000,1.000000
36,0.209939,-0.977683,-0.007831,379.840906,-0.977632,-0.209811,-0.014640,-57.063633,0.012671,0.010730,-0.999862,-1692.542088,0.000000,0.000000,0.000000,1.000000
37,-0.997394,0.070931,0.013216,666.242994,0.072129,0.984831,0.157812,-56.664121,-0.001822,0.158354,-0.987381,-2722.766798,0.000000,0.000000,0.000000,1.000000
38,0.746876,0.549748,0.374100,1950.669466,0.601646,-0.798214,-0.028211,-275.326544,0.283113,0.246158,-0.926959,-9933.993806,0.000000,0.000000,0.000000,1.000000
39,-0.789235,0.610918,0.062358,972.132215,0.574292,0.698306,0.427269,-58.914956,0.217481,0.373027,-0.901972,-3522.363556,0.000000,0.000000,0.000000,1.000000
40,-0.198345,-0.786813,0.584452,2074.056108,-0.803621,-0.210827,-0.556548,-171.388861,0.561118,-0.580066,-0.590483,-6958.535742,0.000000,0.000000,0.000000,1.000000
41,0.502158,-0.785738,0.361184,1402.209181,-0.765677,-0.598115,-0.236642,-38.174456,0.401968,-0.157718,-0.901968,-4573.031088,0.000000,0.000000,0.000000,1.000000
42,-0.877702,0.441604,0.186076,1027.955277,0.475842,0.849084,0.229414,-21.689787,-0.056684,0.289900,-0.955377,-3267.033342,0.000000,0.000000,0.000000,1.000000
43,-0.942649,0.299634,-0.147088,5925.306228,0.262121,0.937334,0.229567,7.447029,0.206656,0.177844,-0.962114,-18310.296700,0.000000,0.000000,0.000000,1.000000
44,0.907918,-0.235480,0.346748,4037.061485,-0.233711,-0.971142,-0.047565,-23.394258,0.347943,-0.037854,-0.936751,-11990.878166,0.000000,0.000000,0.000000,1.000000
45,0.883680,0.061291,0.464062,389.672304,0.135514,-0.982434,-0.128296,-2.087833,0.448046,0.176260,-0.876463,-1131.140895,0.000000,0.000000,0.000000,1.000000
46,-0.150305,-0.985656,0.076735,6674.488495,-0.967903,0.130893,-0.214546,-142.081648,0.201425,-0.106520,-0.973695,-18468.709604,0.000000,0.000000,0.000000,1.000000
47,0.030459,0.931808,0.361676,14326.987438,0.772047,-0.251749,0.583581,-584.622852,0.634838,0.261461,-0.727065,-37398.985254,0.000000,0.000000,0.000000,1.000000
48,-0.141408,-0.966352,0.214866,973.542468,-0.963121,0.084106,-0.255588,-34.372447,0.228916,-0.243084,-0.942607,-2506.183762,0.000000,0.000000,0.000000,1.000000
49,0.016850,-0.910587,0.412974,2791.342037,-0.979592,-0.097771,-0.175613,-9.425271,0.200288,-0.401587,-0.893651,-7200.808826,0.000000,0.000000,0.000000,1.000000
50,-0.467316,-0.827539,0.311118,9499.560172,-0.854132,0.513434,0.082726,-316.157108,-0.228198,-0.227077,-0.946764,-23877.091955,0.000000,0.000000,0.000000,1.000000
51,0.840817,-0.389679,0.375736,1901.400456,-0.359568,-0.920904,-0.150437,-34.951077,0.404642,-0.008614,-0.914435,-4780.756251,0.000000,0.000000,0.000000,1.000000
52,0.083614,-0.873874,0.478908,472.200177,-0.924337,-0.247569,-0.290362,-57.452526,0.372303,-0.418394,-0.828454,-997.526812,0.000000,0.000000,0.000000,1.000000
53,0.730535,-0.425673,0.533967,1055.390476,-0.406394,-0.899402,-0.160995,-8.966683,0.548783,-0.099388,-0.830036,-2535.585692,0.000000,0.000000,0.000000,1.000000
54,0.871684,0.068958,0.485192,3425.074505,0.119128,-0.990170,-0.073295,38.181312,0.475368,0.121690,-0.871331,-8181.202784,0.000000,0.000000,0.000000,1.000000
55,0.940144,-0.208934,0.269209,16110.671092,-0.147267,-0.961515,-0.231915,-444.854811,0.307305,0.178388,-0.934741,-37575.907695,0.000000,0.000000,0.000000,1.000000
56,-0.847411,-0.522330,0.095220,2260.789140,-0.527041,0.849241,-0.031889,74.219230,-0.064208,-0.077208,-0.994945,-5239.186918,0.000000,0.000000,0.000000,1.000000
57,0.346417,-0.768270,0.538291,2392.467709,-0.876026,-0.470179,-0.107292,84.085571,0.335522,-0.434389,-0.835902,-5410.341338,0.000000,0.000000,0.000000,1.000000
58,-0.114840,-0.954226,0.276159,453.011952,-0.992731,0.100161,-0.066732,16.110271,0.036017,-0.281815,-0.958793,-1006.500007,0.000000,0.000000,0.000000,1.000000
59,-0.746244,-0.644648,0.165970,9265.731379,-0.664105,0.738075,-0.119205,341.840045,-0.045653,-0.199178,-0.978899,-20326.302262,0.000000,0.000000,0.000000,1.000000
60,-0.164604,0.884672,0.436166,6551.759801,0.985175,0.125792,0.116636,258.286200,0.048317,0.448888,-0.892275,-14058.712903,0.000000,0.000000,0.000000,1.000000
61,0.902121,-0.399130,0.163931,4548.344637,-0.334073,-0.886538,-0.320071,195.234335,0.273081,0.233978,-0.933103,-9577.743079,0.000000,0.000000,0.000000,1.000000
62,-0.959955,-0.186119,0.209397,5199.634127,-0.143729,0.968751,0.202152,82.239939,-0.240477,0.163960,-0.956707,-10456.261882,0.000000,0.000000,0.000000,1.000000
63,0.891499,0.260472,0.370632,26739.614664,0.172502,-0.951712,0.253839,1402.775224,0.418845,-0.162343,-0.893421,-54908.901075,0.000000,0.000000,0.000000,1.000000
64,0.030105,-0.935722,0.351451,321.039874,-0.971096,-0.110673,-0.211480,16.088687,0.236782,-0.334926,-0.912008,-646.826637,0.000000,0.000000,0.000000,1.000000
65,-0.374277,0.597277,0.709349,5412.170531,0.927150,0.255557,0.274015,387.369700,-0.017616,0.760231,-0.649414,-10885.988575,0.000000,0.000000,0.000000,1.000000
66,0.703417,0.551398,0.448515,56751.496424,0.614084,-0.789184,0.007276,5193.184347,0.358010,0.270301,-0.893745,-114719.940936,0.000000,0.000000,0.000000,1.000000
67,-0.541235,0.743643,0.392505,483.562474,0.839053,0.446931,0.310231,49.738052,0.055278,0.497240,-0.865850,-985.028471,0.000000,0.000000,0.000000,1.000000
68,-0.214030,-0.934560,0.284217,21949.690472,-0.976317,0.195273,-0.093129,2388.767024,0.031537,-0.297414,-0.954226,-44268.636878,0.000000,0.000000,0.000000,1.000000
69,0.474408,0.757149,0.449068,20716.497304,0.814751,-0.570822,0.101699,2277.386765,0.333338,0.317632,-0.887691,-40504.530110,0.000000,0.000000,0.000000,1.000000
70,0.145385,0.870537,0.470137,361.924878,0.944232,-0.263985,0.196819,79.843808,0.295447,0.415304,-0.860368,-1323.724304,0.000000,0.000000,0.000000,1.000000
71,0.854226,-0.447163,0.265223,3970.269283,-0.417874,-0.894042,-0.161461,1109.683472,0.309320,0.027094,-0.950572,-9239.725034,0.000000,0.000000,0.000000,1.000000
72,0.076038,-0.832290,0.549101,8201.551598,-0.992444,-0.116359,-0.038936,2690.945038,0.096299,-0.541991,-0.834848,-19677.341056,0.000000,0.000000,0.000000,1.000000
73,-0.576595,-0.816755,0.021186,273.566553,-0.815480,0.573712,-0.076463,111.429502,0.050297,-0.061365,-0.996847,-1192.846683,0.000000,0.000000,0.000000,1.000000
74,-0.595020,-0.801110,-0.064610,1642.641582,-0.802997,0.595955,0.005787,771.877406,0.033868,0.055325,-0.997894,-7709.451955,0.000000,0.000000,0.000000,1.000000
75,-0.857300,-0.513860,-0.031366,1607.929098,-0.507598,0.853876,-0.115066,511.188164,0.085911,-0.082725,-0.992862,-4052.725902,0.000000,0.000000,0.000000,1.000000
